title,year
Paap Ki Kamaee,1990
Zimmedaaar,1990
Sher Dil,1990
Raeeszada,1990
Pratibandh,1990
Nyay Anyay,1990
Jamai Raja,1990
Agneekaal,1990
Nazar,1990
Shiva,1990
Tejaa,1990
Bahaar Aane Tak,1990
Awaragardi,1990
Thanedaar,1990
Baaghi: A Rebel for Love,1990
Teri Talash Mein,1990
Apmaan Ki Aag,1990
Lohe Ke Haath,1990
Ek Doctor Ki Maut,1990
Thodasa Roomani Ho Jaayen,1990
Qatil Jawani,1990
Ghar Ho To Aisa,1990
Awwal Number,1990
Pyar Ka Devta,1990
Kishen Kanhaiya,1990
Pyasi Nigahen,1990
Atishbaz,1990
Aag Ka Dariya,1990
Pathar Ke Insan,1990
Gulabi Raaten,1990
Khatarnaak,1990
Sheshnaag,1990
Shera Shamshera,1990
Veeru Dada,1990
Zakhmi Zameen,1990
Haar Jeet,1990
Jawani Zindabad,1990
Kaafila,1990
Muqaddar Ka Badshaah,1990
Roti Kee Keemat,1990
Sei to Abar Kache Ele,1990
Pyaar Ka Toofan,1990
Tadap,1990
Andher Gardi,1990
Jaan-E-Wafa,1990
Aawaz De Kahan Hai,1990
Kanoon Ki Zanjeer,1990
Jagira,1990
Kali Ganga,1990
Din Dahade,1990
Qayamat Ki Raat,1990
Ustad Amjad Ali Khan,1990
Kasam Dhande Ki,1990
Maa O Maa,1990
Rickshawali,1990
Hamari Shaadi,1990
"Aadhi Haqeeqat, Aadha Fasana",1990
Ghar Ki Laxmi,1990
Abu Kaliya,1990
Lahu Ka Balidan,1990
Maut Ke Farishtey,1990
Attilokasundari,1990
Chingariyan,1990
Masangram,1990
Ek Aur Suhagan,1990
Muqaddama,1990
Sun Sajna,1990
Mohor,1990
Nadiya Ke Paar,1990
Sapne Huye Sakaar,1990
Shararat,1990
Laal Paree,1991
Shikari: The Hunter,1991
Naagmani,1991
Lahu Luhan,1991
Pyar Ki Masti,1991
Tu Meri Bahon Mein,1991
Vasna,1991
Inspector Kiron,1991
Jism Aur Jaan,1991
Paap Pet Ka,1991
Shaadi Aur Barbadi,1991
Ghar Parivaar,1991
Netraheen Sakshi,1991
Test Tube Baby,1991
Narak,1991
Haseeno Ka Badla,1991
Jungle Ki Raatein,1991
Mehandi Ban Gai Khoon,1991
Meethi Meethi Raten,1991
Bhomli,1991
Pyar Ka Saudagar,1991
Muddat Ki Pyaas,1991
Mohabbat Pehli Nazar Mein,1991
Majboor Ladki,1991
Izzat Ke Lutere,1991
Kamsin Kali,1991
Pyasi Dilruba,1991
Dharam Kanta,1991
Jungle Romance,1991
Lut Gayi Laila,1991
Vivahit Jeewan,1991
Deewane,1991
Sanson Ki Sargam,1991
Andha Sach,1991
Maha Chhath Puja,1991
Taqdeer Ke Rang,1991
Valmiki,1991
Anjam Hawas Ka,1991
Savdhan,1991
Jawahar,1991
Ashwani,1991
Ek Nadan Ladki,1991
Yeh Pyaas Kab Bhujegi,1991
Shiva Dada,1991
Husn Ka Bazaar,1991
Manav Aur Manovigyan,1991
Ang Lagaa Le,1991
Bijlee Aur Badal,1991
Badle Ki Raat,1991
Jungle Sundari,1991
Jawani Ki Ghabrahat,1991
Tanhai Ki Aag,1991
Pyar Ki Cheekh,1991
SANDHWANAM,1991
Zakhmi Haseena,1991
Jaan Se Badhkar,1991
Police Station,1991
Qatil Nighahen,1991
Khooni Hawas,1991
Julie Dancer,1991
Aaj Ka Inteqaam,1991
Milan Ki Aag,1991
Badla Junglee Ka,1991
Pyar Ka Sawan,1991
Aaj Ki Biwi,1991
Sisakti Kaliyaan,1991
Kaamini Raaten,1991
Aur Dhol Bajta Raha,1991
Yashodhara,1991
Interview,1991
Hawai Dhamaka,1991
Jawan Dilon Ki Rani,1991
Maut Ki Lakeer,1991
Jiya Beqarar Hai,1991
Naraq,1991
Dehekte Sholay,1991
Ladki Badnaam Si,1991
Mazaa Masti Ka,1991
Kishtee,1991
Qaatil Husn Ka,1991
Ek Do Teen,1991
Mohabbat Ka Nasha,1991
Gariban Guest House,1991
Paapi Parinda,1991
Bhavishya,1991
Chiranjeevi,1991
Jawani Badi Diwani,1991
Pagalpan,1991
Door Nahin Savera,1991
Jigarwala,1991
Begunaah,1991
Sanam Bewafa,1991
Khilaaf,1991
Saugandh,1991
Mast Kalandar,1991
Hum,1991
Vishnu-Devaa,1991
Yodha,1991
Patthar Ke Phool,1991
Farishtay,1991
Jaan Ki Kasam,1991
Khoon Ka Karz,1991
Numbri Aadmi,1991
Kasba,1991
Fateh,1991
Iraada,1991
Gunehgar Kaun,1991
Paap Ki Aandhi,1991
In India Today,1991
Anar,1991
Shankara,1991
Hatyarin,1991
Dushman Devta,1991
Haque,1991
Deshwasi,1991
Benaam Badsha,1991
Afsana Pyar Ka,1991
Yeh Aag Kab Bujhegi,1991
Naya Zaher,1991
Ayee Milan Ki Raat,1991
Karz Chukana Hai,1991
Aakhri Cheekh,1991
Do Matwale,1991
Ramwati,1991
Jeena Teri Gali Mein,1991
Khatra,1991
Humne Pyar Kiya,1991
100 Days,1991
Kurbaan,1991
Pucca Badmaash,1991
Pyar Hua Chori Chori,1991
Kasam Kali Ki,1991
Prem Qaidi,1991
Izzat,1991
Ramgarh Ke Sholay,1991
Henna,1991
Khooni Panja,1991
Narasimha,1991
Dil Hai Ke Manta Nahin,1991
Phool Bane Angaray,1991
Hafta Bandh,1991
Trinetra,1991
Shiv Ram,1991
Pratigyabadh,1991
Rukmavati Ki Haveli,1991
Nachnewala Gaanewale,1991
Vishkanya,1991
Indrajeet,1991
Swarg Yahan Narak Yahan,1991
Jeene Ki Sazaa,1991
Saudagar,1991
Khooni Raat,1991
Beti Bwari,1991
Pratikar,1991
Ranbhoomi,1991
House No. 13,1991
Bhabhi,1991
Dancer,1991
Baharon Ke Manzil,1991
Saajan,1991
Saathi,1991
Dharam Sankat,1991
First Love Letter,1991
Nattukku Oru Nallavan,1991
Antarnaad,1991
Kohraam,1991
Do Pal,1991
Akayla,1991
Banjaran,1991
Love,1991
Pyar Bhara Dil,1991
Meet Mere Man Ke,1991
Lamhe,1991
Phool Aur Kaante,1991
Prahaar: The Final Attack,1991
Rupaye Dus Karod,1991
Pyaar Ka Saaya,1991
Dastoor,1991
Swarg Jaisaa Ghar,1991
Yaara Dildara,1991
Jhoothi Shaan,1991
Sadak,1991
Sau Crore,1991
Jeevan Daata,1991
Lakshmanrekha,1991
Gori,1991
Naamchin,1991
Jungle Beauty,1991
Kaun Kare Kurbanie,1991
Meena Bazar,1991
Qurbani Rang Layegi,1991
Maut Ki Sazaa,1991
Diksha,1991
Roohani Taaqat,1991
Bhediyon Ka Samooh: A Pack of Wolves,1991
Aaj Ka Samson,1991
Inspector Dhanush,1991
Ajooba Kudrat Ka,1991
Sadhu Sant,1991
Jab Pyar Kiya to Darna Kya,1991
Great Target,1991
Egaro Mile,1991
Ek Ghar,1991
Jaan Pechaan,1991
Sapnon Ka Mandir,1991
Pita,1991
Ganga Jamuna Ki Lalkaar,1991
Insaaf Ka Khoon,1991
Aag Laga Do Sawan Ko,1991
Badnaam Rishte,1991
Lakhpati,1991
Hai Meri Jaan,1991
Swayam,1991
Baat Hai Pyaar Ki,1991
Khizan,1991
Ek Saas Zindagi,1991
Kadardaan,1991
Aadhi Mimansa,1991
Ennavo Nadikkaradhu,1991
Saiyan Ke Gaon Mein,1991
Gunaho Ka Mandir,1991
Kasak,1992
Sapne Saajan Ke,1992
Mujhse Dosti Karoge,1992
Dil Hi To Hai,1992
Son of the Jungle,1992
Mere Meharban,1992
Aurat Aur Parinda,1992
Pyasi Patni,1992
Prem Daan,1992
Bedardi Sanam,1992
Dil Ne Ikaar Kiya,1992
Rajoo Dada,1992
Badan,1992
Bahu Beta Aur Maa,1992
Bank Robbery,1992
Naya Sawan,1992
Pyar Ka Tohfa,1992
Giraft,1992
Dhaar,1992
Jawani Ke Sapne,1992
Dilli Ka Dada,1992
Ye Hai Ghar Ki Mahabharata,1992
Sanam Aap Ki Khatir,1992
Pyaasi Mohabbat,1992
Pyar Deewana Hota Hain,1992
Shaadi Ke Sapne,1992
Do Hanso Ka Joda,1992
Diwani Jawani,1992
Khel Badnaami Ke,1992
Pyar Hua Badnaam,1992
Seeta Salma Suzy,1992
Main Hoon Sherni,1992
Sachcha Pyar,1992
Meri Janeman,1992
Mangni,1992
Ishq Khuda Hain,1992
Aaj Ki Raat,1992
Pyas Bujhti Nahin,1992
Meera Ke Girdhar,1992
Hayratt,1992
Night Queen,1992
Jawani Janeman,1992
Apradhini,1992
Pyar Ka Maza,1992
Balidan,1992
Aaj Ka Parshuram,1992
Bombay Ka Raja,1992
Gunda Gang,1992
Jungle Mein Mastiyaan,1992
The Real Angaar,1992
Aadi Shakti,1992
Jadu Bhare Naina,1992
Pattyabartan,1992
Balidan,1992
Main Hoon Geeta,1992
Aaj Ka Gunda,1992
Shauqeen Haseena,1992
Shazadi,1992
Aarya,1992
Kal Ki Baatein,1992
Kaal Bhairav,1992
Prayashchit,1992
Nafrat Ki Deewar,1992
Anjaane Log,1992
Kaaki,1992
Sahasam,1992
Rishte Ke Deewar,1992
Jai Ho Maihar Dham Ki,1992
Mera Gawah Bhagwan,1992
Jai Jai Durga Maa,1992
Ishq Ka Toofan,1992
Fauladi Taqdeer,1992
Jethaa,1992
Pehali Bhool,1992
Sapnon Ki Raatein,1992
Gunehgar,1992
Manju Ka Pyar,1992
Kabhi Dhoop Kabhi Chhaon,1992
Pyar Bhara Khat,1992
Vajraghat,1992
Kasam Kanoon Ki,1992
Shaadi Se Pahle Tabahi,1992
Sooraj Mukhi,1992
Dil Ka Kya Kasoor,1992
Karmyoddha,1992
Shola Aur Shabnam,1992
Vishwatma,1992
Vansh,1992
DAHEJ,1992
Disha,1992
Mera Dil Tere Liye,1992
Suryavanshi,1992
Mere Sajana Saath Nibhana,1992
Panaah,1992
Meera Ka Mohan,1992
Current,1992
Rakto Lekha,1992
Jaan Tere Naam,1992
Adharm,1992
Yaad Rakhegi Duniya,1992
Qaid Mein Hai Bulbul,1992
Yudhpath,1992
Beta,1992
Sahebzaade,1992
Deewana Aashiq,1992
Saatwan Aasman,1992
Dharavi,1992
Sarphira,1992
Inteha Pyar Ki,1992
Mr. Bond,1992
Khule-Aam,1992
Parasmani,1992
Ghazab Tamasha,1992
Pitambar,1992
Basanti Tangewali,1992
Jaan Se Pyaara,1992
Khuda Gawah,1992
Zindagi Ek Juaa,1992
Jo Jeeta Wohi Sikandar,1992
Benaam Rishte,1992
Tyagi,1992
Humlaa,1992
Paayal,1992
Khiladi,1992
Police Officer,1992
Shiv Mahima,1992
Ek Ladka Ek Ladki,1992
Deewana,1992
Bol Radha Bol,1992
Jaagruti,1993
Radha Ka Sangam,1992
Ganga Bani Shola,1992
Chamatkar,1992
Honeymoon,1992
Aaj Ka Goonda Raaj,1992
Mashooq,1992
Nishchaiy,1992
Zulm Ki Hukumat,1992
Police Aur Mujrim,1992
Bekhudi,1992
Khel,1992
Humshakal,1992
Naach Govinda Naach,1992
Heer Ranjha,1992
Deedar,1992
Insaan Bana Shaitan,1992
Kal Ki Awaz,1992
Geet Milan Ke Gaate Rehenge,1992
Bandhu,1992
Angaar,1992
Aasmaan Se Gira,1992
Sone Ki Zanjeer,1992
Sone Ki Lanka,1992
Balwaan,1992
Bewaffa Se Waffa,1992
Junoon,1992
Ram Ke Naam,1992
Kisme Kitna Hai Dum,1992
Ghar Jamai,1992
Agar Aap Chahein,1992
Dushman Zamana,1992
Yeh Raat Phir Na Aayegi,1992
Dil Aashna Hai (...The Heart Knows),1992
Yalgaar,1992
Jigar,1992
Drohi,1992
Apradhi,1992
Muskurahat,1992
Tilak,1992
Anaam,1992
Baaz,1992
Kamsin,1992
Raju Ban Gaya Gentleman,1992
Geet,1992
Jaanam,1992
Abhi Abhi,1992
Swarg Se Pyaara Ghar Hamara,1992
Suraj Ka Satvan Ghoda,1992
Maa,1992
Tahalka,1992
Umar 55 Ki Dil Bachpan Ka,1992
Daulat Ki Jung,1992
Isi Ka Naam Zindagi,1992
Prem Deewane,1992
Virodhi,1992
Jeena Marna Tere Sang,1992
Dilwale Kabhi Na Hare,1992
Insaaf Ki Devi,1992
Mehboob Mere Mehboob,1992
Nagin Aur Lootere,1992
Waqt Ka Badshah,1992
Lambu Dada,1992
Laat Saab,1992
Siyasat,1992
Jai Kaali,1992
Sangeet,1992
I Love You,1992
Parda Hai Parda,1992
Ajeeb Dastaan Hai Yeh,1992
Sanam Tere Hain Hum,1992
Ganga Ka Vachan,1992
Pandit Bhimsen Joshi,1992
Rishta Ho to Aisa,1992
Maarg,1992
Naseebwaala,1992
Daku Aur Police,1992
Prema Sikharam,1992
Aaj Ki Taaqat,1992
Aahuti,1992
Tulsidas,1992
Sardar,1993
Apaatkaal,1993
Kachha Yauvan,1993
Sunday,1993
Pyasa Yauvan,1993
Zakhmi Rooh,1993
Chingari Aur Sholay,1993
Bonny,1993
Aye Meri Bekhudi,1993
Pratidhwani,1993
Aakanksha,1993
Birjoo,1993
My Story,1993
Dil Apna Aur Preet Paraee,1993
Rajdrohi,1993
Meri Pyari Nimmo,1993
Mera Pati Meri Zindagi,1993
Ashwa: The Black Horse,1993
Swami Ayappa Shabarimalai,1993
Shatru,1993
Bhuchaal,1993
Dharam Ka Insaaf,1993
Pyar Hua Dheere Dheere,1993
Do Dilon Ki Sangam,1993
City Police,1993
Dil Ki Pyas,1993
Mulaquat,1993
Shaam Hi To Hai,1993
Mothron Ki Basti Mein Karna Kunti Samvaad,1993
Shaitani Badla,1993
Kalyani,1993
Bade Ladaiya Mahobe Wale,1993
Sikandar Ki Lalkar,1993
Sairandhri,1993
Pyar Ki Jalan,1993
Shri Krishna Bhakta Narsi,1993
Aantiya,1993
Thakur Bhavani Singh,1993
Hastak,1993
Tirangaa,1993
Phoolan Hasina Ramkali,1993
Bechain,1993
Darkness at Noon,1993
King Uncle,1993
Game,1993
Andha Insaaf,1993
Insaniyat Ke Devta,1993
Kundan,1993
Shreemaan Aashique,1993
Aaj Kie Aurat,1993
Kshatriya,1993
Baaghi Sultana,1993
Kala Coat,1993
Lootere,1993
Bhookamp,1993
Aankhen,1993
Roop Ki Rani Choron Ka Raja,1993
Platform,1993
Damini,1993
Dil Ki Baazi,1993
Parampara,1993
Muqabla,1993
Bewafa Ki Khatir,1993
Bomb Blast,1993
Hasti,1993
Anari,1993
Aashik Aawara,1993
Geetanjali,1993
Kayda Kanoon,1993
Khal Nayak,1993
Junglee Bahar,1993
Aaina,1993
Rudaali,1993
Sangram,1993
Sir,1993
Krishan Avtaar,1993
Phir Teri Kahani Yaad Aayee,1993
Maya Memsaab,1993
Waqt Hamara Hai,1993
Badi Bahen,1993
Hum Hai Rahi Pyar Ke,1993
Rang,1993
Shaktiman,1993
Aandha Intaquam,1993
Meharbaan,1993
Antim Nyay,1993
Phool,1993
Police Wala,1993
Phool Aur Angaar,1993
Sholay Aur Toofan,1993
Gumrah,1993
Chor Aur Chand,1993
Pehla Nasha,1993
Izzat Ki Roti,1993
Dhartiputra,1993
Pardesi,1993
Dil Hai Betaab,1993
Anmol,1993
Pyaar Ka Tarana,1993
Aadmi Khilona Hai,1993
Gurudev,1993
Karamati Coat,1993
Sainik,1993
Gardish,1993
Veerta,1993
15th August,1993
Aag Ka Toofaan,1993
Aaja Meri Jaan,1993
Khoon Ka Sindoor,1993
Hum Hain Kamaal Ke,1993
Aadmi,1993
Pehchaan,1993
Dosti Ki Saugandh,1993
Boy Friend,1993
Dil Tera Aashiq,1993
Chandra Mukhi,1993
Ek Hi Raasta,1993
Ishq Aur Inteqaam,1993
Dalaal,1993
Kaise Kaise Rishte,1993
Baazigar,1993
Bedardi,1993
Santaan,1993
Parwane,1993
Ashaant,1993
Baarish,1993
Tahqiqaat,1993
Aulad Ke Dushman,1993
Meri Aan,1993
Dhanwaan,1993
Bhagyawan,1993
Aakhri Chetawani,1993
Tadipaar,1993
Shatranj,1993
Kalankini Based on the Novel by Gulshan Nanda 1993,1993
Professor Ki Padosan,1993
Darr,1993
Kasam Teri Kasam,1993
Teri Payal Mere Geet,1993
Khal-Naaikaa,1993
Yugandhar,1993
Divya Shakti,1993
Aasoo Bane Angaarey,1993
Kohra,1993
Main Phir Aaoongi,1993
Pyar Pyar,1993
Prateeksha,1993
Ghar Aaya Mera Pardesi,1993
Gunaah,1993
Sadhna,1993
Rani Aur Maharani,1993
Sahibaan,1993
Shabnam,1993
Balmaa,1993
Jeevan Ki Shatranj,1993
Patang,1993
Chahoonga Main Tujhe,1993
Zakhmo Ka Hisaab,1993
Boatman,1993
Bulund,1993
Papeeha,1993
Tum Karo Vaada,1993
Rajdhani,1993
Shuruaat,1993
Raunaq,1993
Ghar Ki Laaj,1993
Shiv Teri Mahima Nyari,1993
Pratimurti,1993
Chooriyan,1993
Jai Maa Vaishno Devi,1994
Karan,1994
Aa Gale Lag Jaa,1994
Saboot Mangta Hain Kanoon,1994
Shaitan Tantrik,1994
Ab To Aaja Saajan Mere,1994
Black Commando,1994
Main Tera Aashiq,1994
Sangam Ho Ke Rahega,1994
Hanste Khelte,1994
Watan,1994
Nepoliyan,1994
Kokh,1994
Yeh Dil Deewana Hain,1994
Tara Rani Ki Amar Katha,1994
Jawani Ki Khusboo,1994
Andhera,1994
Love,1994
Raja Saheb,1994
Chubhan,1994
Bharat Ke Lal,1994
Pyara Sangam,1994
Sehme Huye Sitaare,1994
Bus Ek Baar,1994
Dhuan Hi Dhuan,1994
Yeh Kaisa Bharat Bandh,1994
Mangni,1994
Aaya Jawani Jhoom Ke,1994
Ek Thi Goonja,1994
Haseena Haathiwali,1994
Prem Path,1994
Badla Aur Balidan,1994
New Entry,1994
Aakhri Mohabbat,1994
Ashtalakshmi,1994
Mere Data Garib Nawaz,1994
Haaye Re Jawaani,1994
Aap Se Pyar Hain,1994
Taange Ka Ghoda,1994
Aaja Mere Mehboob,1994
Pyaasa Aashiq,1994
Jungle Mein Hungama,1994
Kaun Apna Kaun Paraya,1994
Maine Dil Liya,1994
Pathbhrashtha,1994
Sukh Ki Daulat,1994
Suki,1994
Mamta Ki Saugandh,1994
Sone Ki Sita,1994
Gopalaa,1994
Zid,1994
Raja Babu,1994
Zamane Se Kya Darna,1994
Elaan,1994
Bandit Queen,1994
Dulaara,1994
Aag Aur Chingari,1994
Lathi Charge,1994
Laqshya,1994
Dilwale,1994
Madhosh,1994
Mahakaal,1994
Jalli Kattu Kalai,1994
Fearless: The Hunterwali Story,1994
Baali Umar Ko Salaam,1994
Kabhi Haan Kabhi Naa,1994
Madam X,1994
Prem Shakti,1994
Insaniyat,1994
Imtihaan,1994
Janam Se Pehle,1994
Laadla,1994
Insaaf Apne Lahoo Se,1994
Salaami,1994
Khuddar,1994
Tejasvini,1994
Kanoon,1994
Andaz,1994
Betaaj Badshah,1994
Chauraha,1994
Maha Shaktishaali,1994
Paramaatma,1994
Anjaam,1994
Saajan Ka Ghar,1994
Pyar Ka Rog,1994
Yeh Dillagi,1994
Pehla Pehla Pyar,1994
Gangster,1994
Mohabbat Ki Arzoo,1994
Dilbar,1994
Mammo,1994
Anth,1994
Jai Kishen,1994
Aatish: Feel the Fire,1994
Cheetah,1994
Ekka Raja Rani,1994
Ishq Mein Jeena Ishq Mein Marna,1994
Mohra,1994
Do Fantoosh,1994
Juaari,1994
Jazbaat,1994
1942: A Love Story,1994
Street Musicians of Bombay,1994
Krantiveer,1994
Fauj,1994
Janata Ki Adalat,1994
Hum Aapke Hain Koun...!,1994
Vijaypath,1994
Ulfat Ki Nayee Manzilen,1994
Aag,1994
Eena Meena Deeka,1994
Chaand Kaa Tukdaa,1994
Naaraaz,1994
Kranti Kshetra,1994
Droh Kaal,1994
Brahma,1994
Prem Yog,1994
Rakhwale,1994
Aaja Sanam,1994
Main Khiladi Tu Anari,1994
Amaanat,1994
Vaade Iraade,1994
Ikke Pe Ikka,1994
Jai Maa Karwa Chauth,1994
Criminal,1994
Suhaag,1994
Stunttman,1994
Beta Ho To Aisa,1994
Andaz Apna Apna,1994
Yaar Gaddar,1994
Udhaar Ki Zindagi,1994
The Gentleman,1994
Aao Pyaar Karen,1994
Zakhmi Dil,1994
Gopi Kishan,1994
Chhoti Bahoo,1994
Aag Andhi Aur Toofan,1994
Zaalim,1994
Raat Ke Gunaah,1994
Hum Hain Bemisaal,1994
Sangdil Sanam,1994
Ghar Ki Izzat,1994
Teesra Kaun,1994
Mr. Azaad,1994
Triyacharitra,1994
Yuhi Kabhi,1994
Pathreela Raasta,1994
Khudai,1994
Mera Pyara Bharat,1994
Do Bhai,1994
Thanedarni,1994
Aaja Re O Sajana,1994
Ganga Aur Ranga,1994
Vayu,1994
Jaane Tamanna,1995
Mujhe Gale Laga Lo,1995
Main Inteqam Loongi,1995
Jai Bharat,1995
Meri Mohabbat Mera Naseeba,1995
Senani Sane Guruji,1995
Angrakshak: Body Guard,1995
Abhay,1995
Reshma,1995
Hum Do Bundlebaaz,1995
Mohabbaton Ka Safar,1995
Jeena Nahin Bin Tere,1995
Faraar,1995
Lady Tution Teacher,1995
Gunda Mawali,1995
Ghar Ka Kanoon,1995
Khaidi Inspector,1995
Jhumka,1995
Himalaya Ke Aanchal Mein,1995
Pyar Do Pyar Lo,1995
Humse Na Takrana,1995
Adhuri Dulhan,1995
Mere Qadam Tere Pyar Mein,1995
Ek Ka Jawab Do,1995
Lok Parlok,1995
Kaala Sach,1995
Hatya Chakra,1995
Zulm Ka Jawab,1995
Junglee Bulbul,1995
Lady Killer,1995
Teri Jyot Jale Din Raat,1995
Ab to Jeene Do,1995
Kothi Se Kothe Tak,1995
Haathi Mera Yaar,1995
Drugs and Aids,1995
Jai Hari Hara Putra Ayyappa,1995
Jaan Tere Liye,1995
Police Custody,1995
Taqdeer Ke Phere,1995
Mounie,1995
Prem Ishq Love,1995
Kanoon Se Rishta,1995
Mahatma Ka Insaaf,1995
Jalta Shabab,1995
Saajan Ke Liye,1995
Samaj,1995
Garam Chumban,1995
Mera Kanoon Mera Insaaf,1995
Shaan E Elaahi,1995
Paanch Parinde,1995
Sooraj Pe Dastak,1995
Sawa Ser Gehu,1995
Sajan Ka Dard,1995
Ek Aur Ziddi Man,1995
Qayamat Ki Zindagi,1995
Ramgarh Ka Daku,1995
Jeeja Sali,1995
Aaj Ka Maseeha,1995
Mohabbat Zindagi Hai,1995
Shiv Puran,1995
Gunehgar,1995
Karan Arjun,1995
Jawab,1995
Karmon Kee Sazaa,1995
Mere Naina Sawan Bhadon,1995
Pyar Karnewale Kabhi Kam Na Honge,1995
Sauda,1995
Andolan,1995
Surakshaa,1995
Paandav,1995
Mera Damad,1995
Naajayaz,1995
Jai Vikraanta,1995
Haathkadi,1995
Param Vir Chakra,1995
Faisla Main Karungi,1995
Baazi,1995
Maidan-E-Jung,1995
Aazmayish,1995
Dushmani: A Violent Love Story,1995
God and Gun,1995
The Don,1995
Taqdeerwala,1995
Prem,1995
Bewafa Sanam,1995
Janam Kundli,1995
Anokha Andaaz,1995
Policewala Gunda,1995
Zakhmi Sipahi,1995
Teenmoti,1995
Gaddaar,1995
Nazar Ke Samne,1995
Sabse Bada Khiladi,1995
Vapsi Saajan Ki,1995
Ravan Raaj: A True Story,1995
Taaqat,1995
Coolie No. 1,1995
Paapi Farishte,1995
Takkar,1995
Dance Party,1995
Asooran,1995
Zamaana Deewana,1995
Guddu,1995
Aatank Hi Aatank,1995
Hulchul,1995
Oh Darling Yeh Hai India,1995
Hum Dono,1995
Sanam Harjai,1995
Target,1995
Sarhad: The Border of Crime,1995
Gundaraj,1995
Rangeela,1995
Mukka,1995
Jallaad,1995
Sanjay,1995
Veergati,1995
Police Lock-up,1995
Veer,1995
Barsaat,1995
Kalyug Ke Avtaar,1995
Adhura,1995
Dilwale Dulhania Le Jayenge,1995
Yaraana,1995
Hum Sab Chor Hain,1995
Diya Aur Toofan,1995
Siskiyan - a Shade of Death,1995
Aranyaka,1995
Tarpan (The Absolution),1995
The Clap Trap,1995
Rock Dancer,1995
Ram Shastra,1995
Angrakshak,1995
Akele Hum Akele Tum,1995
Ram Jaane: God Knows,1995
Gambler,1995
Haqeeqat,1995
Trimurti: Bond of Three,1995
Raja,1995
Raghuveer,1995
Fauji,1995
Kartavya,1995
Naseem,1995
Paappi Devataa,1995
Saajan Ki Baahon Mein,1995
Rani Hindustani,1995
Aashique Mastane,1995
Dil Ka Doctor,1995
Milan,1995
Ahankaar,1995
Kismat,1995
Nishana,1995
Ab Insaf Hoga,1995
Kis Kaam Ke Yeh Rishte,1995
Maa Ki Mamta,1995
Vartmaan,1995
Raja Rani's Love in Jungle,1995
Shanivrat Mahima,1995
Shri Satyanarayan Vrat Katha,1995
Anokhi Chaal,1995
Allad,1995
Inteqam Ke Sholay,1995
7 Days,1995
Memories of Fear,1995
Suhagraat Se Pehle,1996
Chal Kanvariya Shiv Ke Dham,1996
Muthi Bhar Zameen,1996
Maa Ki Shakti,1996
Dhun,1996
Nirbhay,1996
Police Ke Ghere Mein,1996
Mazhab,1996
Durgan,1996
Param Kartavya,1996
Nazarr,1996
Kunwari Maa,1996
Durjan,1996
Hind Ki Beti,1996
Love Lust and Marriage,1996
Sindoor Ki Holi,1996
Balgobin Bhagat,1996
Aadhe Adhure,1996
Zulm Hi Zulm,1996
Apna Kaun,1996
Jhumka,1996
Chakravyuh,1996
Armaan,1996
Jaggu Bhai,1996
Tasveer Mere Sanam,1996
Aahwan,1996
Deep Fire: Kaam Utsav,1996
Pehli Nazar Mein,1996
Abhiyog,1996
Pyar Karenge Pal Pal,1996
Prayaas,1996
Sabar,1996
Kamsin Saali Bani Gharwali,1996
Himmat,1996
Jurmana,1996
English Babu Desi Mem,1996
Vijeta,1996
Tunnu Ki Tina,1996
Halo,1996
Papi Gudia,1996
Mahaarani,1996
Bandish,1996
Agni Sakshi,1996
Bambai Ka Babu,1996
Rajkumar,1996
Yeh Majhdhaar,1996
Megha,1996
Saajan Chale Sasural,1996
Jung,1996
Agnee Prem,1996
Tu Chor Main Sipahi,1996
Jaan,1996
Papa Kahte Hain,1996
Mafia,1996
Jagannath,1996
Chaahat,1996
Loafer,1996
Khiladiyon Ka Khiladi,1996
Himmatvar,1996
Sautela Bhai,1996
Army,1996
Fareb,1996
Shohrat,1996
Daraar,1996
Muqaddar,1996
Muqadama,1996
Bhishma,1996
Maahir,1996
Yash,1996
Krishna,1996
Waqt Ka Sikandar,1996
Khamoshi the Musical,1996
Dil Tera Diwana,1996
Jeet,1996
Jai Dhakshineshwari Kali Maa,1996
Hukumnama,1996
Mr. Bechara,1996
Bal Bramhachari,1996
Daayraa,1996
Daanveer,1996
Dushman Duniya Ka,1996
Hum Hain Premi,1996
Shastra,1996
Zordaar,1996
Beqabu,1996
Return of Jewel Thief,1996
Maachis,1996
Rangbaaz,1996
Raja Hindustani,1996
Sapoot,1996
Ghatak: Lethal,1996
Chhote Sarkar,1996
Rakshak,1996
Dastak,1996
Tere Mere Sapne,1996
Hum Hain Khalnayak,1996
"Unicornio, el jardín de las frutas",1996
Khilona,1996
Ajay,1996
Ram Aur Shyam,1996
Namak,1996
Diljale,1996
Masoom,1996
Kalinga,1996
PremGranth,1996
Is Raat Ki Subah Nahin,1996
Ek Tha Raja,1996
Aatank,1996
Chhota Sa Ghar,1996
Khoon Ki Pyasi,1996
Bhairavi,1996
Laalchee,1996
Aur Ek Prem Kahani,1996
Smuggler,1996
Aisi Bhi Kya Jaldi Hai,1996
Ek Anari Do Khiladi,1996
Apne Dam Par,1996
Angaara,1996
Sanshodhan,1996
Gehra Raaz,1996
Spot Boy,1996
Hahakaar,1996
A Mermaid Called Aida,1996
Vishwasghaat,1996
Aurat Aurat Aurat,1996
Jay baba pashupatinath,1996
Duniyaa Jhukti Hai,1996
